initial_weight_kg,age_days,sex_male,bos_indicus_proportion_pct,supplement_amount_kg_day,supplement_crude_protein_pct,supplement_metabolizable_energy,supplementation_frequency_days_week,forage_crude_protein_pct,forage_digestibility_pct,days_on_pasture,paddock_rotation,transport_stress,mean_temperature_c,accumulated_rainfall_mm,days_since_health_event,health_event_duration_days,recent_vaccination,recent_deworming,adg_kg_day
151,621,0,50,0.248,30,2,7,10.42,61.2,450,1,1,29.192638696951,69.0088838741251,0,0,0,0,0.368776615388762
189,628,0,50,0.248,30,2,7,10.42,61.2,450,1,1,29.3720155196093,63.3406112535494,0,0,0,0,0.364072783128722
185,616,0,50,3.85919802464163,30,2,7,10.42,61.2,450,1,1,29.1068487398917,46.5029768417892,0,0,0,0,0.363086430396208
25,889,0,50,2.61824691198178,30,2,7,10.42,61.2,890,1,1,28.9230725403855,51.9690402481412,0,0,0,0,0.426966292134831
113,836,0,37.5,0.248,35,2.2,7,10.42,61.2,653,1,0,30.8151649617746,56.8636026821777,0,0,0,0,0.311564005401827
182,835,0,50,0.248,35,2.2,7,10.42,61.2,653,1,0,31,49.2322848557397,0,0,0,0,0.359342008972231
301,862,0,50,0.248,35,2.2,7,10.42,61.2,234,1,0,30.9380666146191,49.3455911500529,0,0,0,0,0.368770694410341
306,683,0,50,193.560947094403,35,2.2,7,10.42,61.2,234,1,0,30.7899298147187,57.5365002665517,20,10,0,0,0.246940851852786
138,857,0,50,7.58171029343878,35,2.2,7,10.42,61.2,653,1,0,31,47.0992979613701,0,0,0,0,0.359388530641506
103,862,0,50,178.151474971392,35,2.2,7,10.42,61.2,653,1,0,31,39.1800601471192,0,0,0,0,0.393228544552371
282,833,0,50,13.5183794302289,35,2.2,7,10.42,61.2,234,1,0,31,42.9010600629851,0,0,0,0,0.271880888197417
189,865,0,50,2.44342697050609,35,2.2,7,10.42,61.2,654,1,0,30.8094283026856,55.2926192361988,20,10,0,0,0.341439964620375
141,862,0,50,0.248,35,2.2,7,10.42,61.2,654,1,0,31,47.8353797508482,0,0,0,0,0.378353387701989
206,426,0,50,0.248,30,2,7,10.42,61.2,185,1,0,31,51.8211738229361,0,0,0,0,0.269881250961236
243,748,0,50,1.23539379902015,30,2,7,10.42,61.2,234,1,0,31,55.7201237213542,0,0,0,0,0.360056318724167
218,425,0,50,0.462024991249335,30,2,7,10.42,61.2,184,1,0,31,43.3694930165488,0,0,0,0,0.628519841673653
212,426,0,50,3.0088753505267,30,2,7,10.42,61.2,184,1,0,31,56.7386129919657,0,0,0,0,0.489551880461217
193,409,0,50,1.62054243499038,30,2,7,10.42,61.2,184,1,0,31,52.2777991934946,0,0,0,0,0.231454968168065
139,467,0,50,2.59457579999668,30,2,7,10.42,61.2,317,1,0,31,33.2049016815607,0,0,0,0,0.437640880379143
236,381,0,50,0.248,30,2,7,10.42,61.2,184,1,0,31,64.8475843313024,0,0,0,0,0.248115548304647
210,385,0,50,3.14221168492756,30,2,7,10.42,61.2,184,1,0,30.6308783694428,41.8813562432726,0,0,0,0,0.233364611667683
250,684,0,37.5,5.11705579034045,30,2,7,10.42,61.2,234,1,0,31,28.2372989594736,1,10,0,0,0.762796405239458
166,476,0,50,0.248,30,2,7,10.42,61.2,317,1,0,30.8848950427967,35.4479154212495,0,0,0,0,0.301144207291954
220,774,0,50,0.248,30,2,7,10.42,61.2,317,1,0,30.73513454067,35.7315706436669,0,0,0,0,0.298488296354373
160,777,0,50,4.35885412735935,30,2,7,10.42,61.2,595,1,0,31,48.4166720481644,0,0,0,0,0.188956039445971
163,464,0,50,0.248,30,2,7,10.42,61.2,317,1,0,31,44.5631740419932,0,0,0,0,0.251740582491463
225,525,0,0,4.82700082835501,35,2.2,7,6.58,53.8,383,1,0,24.2812932235674,198.418753172754,0,0,0,0,0.389383181214773
161,535,0,100,0.248,35,2.2,7,6.58,53.8,277,1,0,24.0528168898481,209.724680318192,0,0,0,0,0.228306900797866
203,531,0,0,4.96263085664398,35,2.2,7,6.58,53.8,383,1,0,24.2795143731792,206.417218771976,0,0,0,0,0.447768346571876
190,532,0,100,1.13414463773297,35,2.2,7,6.58,53.8,277,1,0,24.0024944280752,206.135585405014,0,0,0,0,0.2609237238972
190,522,0,100,1.40073138892165,35,2.2,7,6.58,53.8,277,1,0,24.0419692724911,207.244042140311,0,0,0,0,0.189579655133607
200,534,0,100,16.1430186315421,35,2.2,7,6.58,53.8,383,1,0,23.7737040723125,209.682515995505,0,0,0,0,0.402060847063998
152,532,0,50,0.248,35,2.2,7,6.58,53.8,383,1,0,24.0821580865876,177.484661314308,0,0,0,0,0.425626685350904
163,525,0,50,0.248,35,2.2,7,6.58,53.8,383,1,0,24.0124969798581,198.092455660554,0,0,0,0,0.289507996089693
147,528,0,100,0.248,35,2.2,7,6.58,53.8,383,1,0,23.7304137289771,176.630609811835,0,0,0,0,0.375013104033841
183,531,0,100,2.04367776637067,35,2.2,7,6.58,53.8,383,1,0,23.9894046627773,202.826216876504,0,0,0,0,0.255485160624664
174,530,0,100,0.248,35,2.2,7,6.58,53.8,383,1,0,23.9834998189212,202.345239740461,0,0,0,0,0.326751881790381
197,529,0,100,2.64787844849574,35,2.2,7,6.58,53.8,383,1,0,24.3720086165668,214.75785926421,0,0,0,0,0.314051053304081
177,530,0,100,0.248,35,2.2,7,6.58,53.8,383,1,0,24.1850591064318,216.437461144407,0,0,0,0,0.30764852006473
187,529,0,50,135.039147739772,35,2.2,7,6.58,53.8,383,1,0,24.0023686548427,204.796736637423,0,0,0,0,0.420034504928745
195,531,0,50,5.66054144287421,35,2.2,7,6.58,53.8,383,1,0,24.0514869950775,196.485891057736,0,0,0,0,0.374462895094629
186,536,0,50,0.248,35,2.2,7,6.58,53.8,383,1,0,24.0091498336295,208.134450187598,0,0,0,0,0.362449612651852
146,519,0,50,0.248,35,2.2,7,6.58,53.8,383,1,0,23.9580065745931,196.160181275647,0,0,0,0,0.272328720242029
99,529,0,50,0.248,35,2.2,7,6.58,53.8,383,1,0,23.7759896844087,202.383539302462,0,0,0,0,0.295851576115793
149,531,0,50,1.48076316529987,35,2.2,7,6.58,53.8,383,1,0,23.9687395338411,214.055817916074,0,0,0,0,0.347502264734743
138,531,0,50,0.248,35,2.2,7,6.58,53.8,259,1,0,23.8455935823323,195.80731992541,0,0,0,0,0.205251897249078
117,528,0,50,0.248,35,2.2,7,11.35,63,259,1,0,24.741244880821,211.922865506894,0,0,0,0,0.234561154057075
123,522,0,50,0.248,35,2.2,7,11.35,63,259,1,0,25.1057983024542,210.40666892982,0,0,0,0,0.252345998603803
114,531,0,50,1.09352595717259,35,2.2,7,11.35,63,259,1,0,25.0809729468761,191.114664112023,0,0,0,0,0.258386745438808
119,538,0,50,0.248,35,2.2,7,11.35,63,154,1,0,24.6302375675181,213.911119135153,0,0,0,0,0.392919810900024
175,523,0,50,2.69657762062344,35,2.2,7,11.35,63,301,1,0,24.9746101867823,210.656832228877,0,0,0,0,0.342457767833852
171,534,0,50,2.57958927664549,35,2.2,7,6.58,53.8,301,1,0,20.2060622480923,203.604731601217,0,0,0,0,0.341745858406074
160,529,0,50,1.83849317862224,35,2.2,7,6.58,53.8,301,1,0,20.2192083168313,193.389578958711,0,0,0,0,0.363924578416652
138,530,0,50,2.2625744015615,35,2.2,7,6.58,53.8,301,1,0,20.2122988367941,192.244457878017,0,0,0,0,0.42011629603137
153,525,0,50,1.74484767419251,35,2.2,7,6.58,53.8,383,1,0,20.0080531603231,196.044999186336,0,0,0,0,0.384945476277023
262,529,0,50,6.29441279578956,35,2.2,7,6.58,53.8,301,1,0,19.8251163024506,208.813294143646,0,0,0,0,0.141332375029682
189,536,0,50,0.669394377535085,35,2.2,7,6.58,53.8,301,1,0,19.7757265182286,191.104814176627,0,0,0,0,0.370509417376671
182,533,0,50,0.248,35,2.2,7,6.58,53.8,301,1,0,20.0713166240221,207.571255756691,0,0,0,0,0.254023853130372
151,538,0,50,0.248,35,2.2,7,6.58,53.8,301,1,0,20.0784927063923,187.722844223512,0,0,0,0,0.289115029849233
166,535,0,50,0.248,35,2.2,7,6.58,53.8,301,1,0,20.2664155605817,199.987974175882,0,0,0,0,0.378728700913581
179,532,0,50,0.248,35,2.2,7,6.58,53.8,301,1,0,20.2276428282767,203.69600161787,0,0,0,0,0.354133001026814
155,538,0,50,0.248,35,2.2,7,6.58,53.8,301,1,0,19.9726350343457,231.30066136064,0,0,0,0,0.213193160152259
209,532,0,50,0.742854371194294,35,2.2,7,6.58,53.8,301,1,0,19.7425092862997,186.120566601602,0,0,0,0,0.297601293106503
142,534,0,50,1.6681377223365,35,2.2,7,6.58,53.8,301,1,0,19.9339602980449,219.798744434945,0,0,0,0,0.404067094971119
171,529,0,50,0.849412578178715,35,2.2,7,6.58,53.8,301,1,0,20.0449563985672,204.171089720054,0,0,0,0,0.237876411931133
169,530,0,50,0.248,35,2.2,7,6.58,53.8,383,1,0,19.9581784976536,207.259921418742,0,0,0,0,0.409931421475474
121,527,0,50,3.22048467194177,35,2.2,7,6.58,53.8,383,1,0,23.8804037427726,203.798834730529,0,0,0,0,0.354502634589085
109,534,0,50,2.50679714639689,35,2.2,7,6.58,53.8,259,1,0,24.05233498137,207.656529676601,0,0,0,0,0.260473798755566
121,525,0,50,0.248,35,2.2,7,11.35,63,259,1,0,30.8957050109509,200.583490900754,0,0,0,0,0.307426186304576
113,533,0,50,0.248,35,2.2,7,11.35,63,154,1,0,30.8700205593808,219.586411112144,0,0,0,0,0.525606668055686
89,529,0,50,1.76111281687089,35,2.2,7,11.35,63,259,1,0,31,197.004656121556,0,0,0,0,0.531148015886662
122,535,0,50,1.03771144986341,35,2.2,7,11.35,63,259,1,0,30.9168068901471,215.782652869209,0,0,0,0,0.217992268975283
114,533,0,50,0.248,35,2.2,7,11.35,63,259,1,0,31,194.783785390385,0,0,0,0,0.228930599843694
167,538,0,50,0.43800369189855,35,2.2,7,11.35,63,154,1,0,31,201.687842320902,0,0,0,0,0.244698232424157
187,533,0,50,1.58781143216898,35,2.2,7,11.35,63,361,1,0,30.7641930554367,189.729743254104,0,0,0,0,0.319341662651402
178,523,0,50,0.248,35,2.2,7,11.35,63,361,1,0,30.9004062570742,207.778235788143,0,0,0,0,0.38453423221438
206,530,0,50,1.4746622705868,35,2.2,7,11.35,63,361,1,0,31,219.480929613911,0,0,0,0,0.35990455331411
205,525,0,50,152.147959837788,35,2.2,7,11.35,63,361,1,0,30.7595054900525,201.485674534882,0,0,0,0,0.39758634600652
239,528,0,50,4.64191790654392,35,2.2,7,11.35,63,361,1,0,30.5619544369768,200.072873602866,0,0,0,0,0.361237351705221
221,537,0,50,4.21628867548672,35,2.2,7,11.35,63,361,1,0,30.6146876932081,189.225581672392,0,0,0,0,0.21028053333955
190,533,0,50,0.285391339323871,35,2.2,7,11.35,63,361,1,0,31,199.689833694051,0,0,0,0,0.36687004091575
170,527,0,50,1.83234469887107,35,2.2,7,11.35,63,361,1,0,31,183.573677969492,0,0,0,0,0.322434685510161
193,526,0,50,0.248,35,2.2,7,11.35,63,361,1,0,30.9756602153897,191.610072269136,0,0,0,0,0.33385962377467
265,530,0,50,0.248,35,2.2,7,11.35,63,361,1,0,31,205.080539002459,0,0,0,0,0.301603184260586
276,525,0,50,0.248,35,2.2,7,11.35,63,43,1,0,30.4468519579633,217.990316873387,0,0,0,0,0.107192532875931
231,527,0,50,0.248,35,2.2,7,6.58,53.8,43,1,0,24.0819392494743,235.603979737066,0,0,0,0,-0.117609128075168
179,531,0,50,2.42255994681278,35,2.2,7,6.58,53.8,148,1,0,24.3231425311617,195.466750685196,0,0,0,0,0
278,535,0,50,6.0983884668064,35,2.2,7,6.58,53.8,43,1,0,23.766603679517,219.364791776792,0,0,0,0,-0.188771477427882
191,533,0,50,0.248,35,2.2,7,6.58,53.8,43,1,0,23.9213983381285,205.281076864616,0,0,0,0,0.128449551877823
121,520,0,50,0.248,35,2.2,7,6.58,53.8,154,1,0,23.8441876216789,200.612300875254,0,0,0,0,0.516264693653775
268,531,0,50,1.44541390791497,35,2.2,7,11.35,63,43,1,0,30.8149134274222,207.513128960065,0,0,0,0,0.482372765185569
176,530,0,50,4.80587035387284,35,2.2,7,6.58,53.8,148,1,0,23.9324794730888,203.131833162784,0,0,0,0,0
235,532,0,50,0.248,35,2.2,7,6.58,53.8,43,1,0,24.2954207263746,203.704842397869,0,0,0,0,0
162,537,0,50,1.15139120043081,35,2.2,7,6.58,53.8,148,1,0,24.3802505794683,197.573631765565,0,0,0,0,0
205,521,0,50,5.44038650544327,35,2.2,7,6.58,53.8,43,1,0,23.9304767544623,185.874788078443,0,0,0,0,0.471397568237146
147,527,0,50,0.248,35,2.2,7,6.58,53.8,154,1,0,24.3942557437605,184.154840601843,0,0,0,0,0.258463276526929
223,533,0,50,0.248,35,2.2,7,11.35,63,43,1,0,31,210.121146948121,0,0,0,0,-0.127090086090833
286,523,0,50,0.248,35,2.2,7,11.35,63,43,1,0,31,199.129492858208,0,0,0,0,-0.697674418604651
165,536,0,50,0.248,35,2.2,7,11.35,63,148,1,0,30.9806916714551,195.354418616689,0,0,0,0,0
304,532,0,50,3.05758400974092,35,2.2,7,11.35,63,148,1,0,31,202.500533805157,0,0,0,0,0
266,534,0,50,1.44986015872845,35,2.2,7,11.35,63,43,1,0,31,211.795846635236,0,0,0,0,0.460144080044407
161,528,0,50,0.248,35,2.2,7,11.35,63,154,1,0,31,204.531844494907,0,0,0,0,0.230674784982505
184,534,0,50,1.92268991379658,35,2.2,7,11.35,63,148,1,0,31,194.645639114077,0,0,0,0,0
123,535,0,50,0.248,35,2.2,7,11.35,63,154,1,0,30.8536302940805,216.894393074236,0,0,0,0,0.431342343152688
199,531,0,50,4.1544473391247,35,2.2,7,11.35,63,154,1,0,31,221.065470850102,0,0,0,0,0.398317185164736
220,531,0,50,166.338290464881,35,2.2,7,11.35,63,361,1,0,30.925118085522,208.245502517737,0,0,0,0,0.346776120972127
247,531,0,50,16.3143870381181,35,2.2,7,11.35,63,361,1,0,30.8986452915288,213.90839331699,0,0,0,0,0.352260701401423
111,526,0,50,1.76279384184948,35,2.2,7,5.62,51.5,566,1,0,23.1880367362047,29.8795725225137,0,0,0,0,0
108,529,0,50,2.92605638526836,35,2.2,7,5.62,51.5,566,1,0,23.0064332200297,28.5574148244408,0,0,0,0,0.328504321677509
133,529,0,50,148.186465540666,35,2.2,7,5.62,51.5,566,1,0,23.0576518020579,22.4584571399784,0,0,0,0,0.39171176891195
89,532,0,50,106.53692039429,35,2.2,7,5.62,51.5,566,1,0,23.0028942675971,22.2722719682609,0,0,0,0,0.435771378305016
137,534,0,50,2.57359323543491,35,2.2,7,5.62,51.5,525,1,0,23.0696565021606,21.3422228518643,0,0,0,0,0.460766099585918
134,525,0,50,0.248,35,2.2,7,5.62,51.5,525,1,0,23.0879474804679,2.22981737211718,0,0,0,0,0.375995846800722
132,529,0,50,198,35,2.2,7,5.62,51.5,525,1,0,22.5991411016536,23.4823250553271,0,0,0,0,0.416923766593694
116,536,0,50,161.230273946784,35,2.2,7,5.62,51.5,566,1,0,23.1379484497618,0.8,0,0,0,0,0.436898269483381
114,527,0,50,2.3817598745155,35,2.2,7,5.62,51.5,566,1,0,22.7967692601556,5.80808692890065,0,0,0,0,0.551695416979113
80,526,0,50,0.248,35,2.2,7,5.62,51.5,891,1,0,22.7015135195113,30.6077248863057,0,0,0,0,0.250371870390517
106,531,0,50,0.248,35,2.2,7,5.62,51.5,776,1,0,22.9879116847743,25.1311353383283,0,0,0,0,0.208629188329621
151,534,0,50,2.80803391285818,35,2.2,7,5.62,51.5,539,1,0,23.0173800243578,32.7805751548532,0,0,0,0,0.282086417092133
173,530,0,50,1.61781991748802,35,2.2,7,5.62,51.5,449,1,0,22.8564776133072,11.9888951108908,0,0,0,0,0.340310352356143
211,536,0,50,0.248,35,2.2,7,5.62,51.5,532,1,0,23.1719835838861,1.58078482970618,0,0,0,0,0.295077061484061
261,534,0,50,4.62239263939556,35,2.2,7,5.62,51.5,473,1,0,22.7222343605898,12.3581087309102,0,0,0,0,0
147,534,0,0,151.83325227465,35,2.2,7,5.62,51.5,465,1,0,22.9157822366156,16.4059775123608,0,0,0,0,0.467805675241237
192,532,0,50,174.085013842517,35,2.2,7,5.62,51.5,465,1,0,22.8789592132721,16.1336215280268,0,0,0,0,0.320159883459885
171,540,0,50,165.712021852228,35,2.2,7,10.42,61.2,719,1,0,30.9903586780188,28.599743025509,0,0,0,0,0.264039221778512
192,529,0,50,0.248,35,2.2,7,5.62,51.5,540,1,0,23.0577114807921,10.9298983721837,0,0,0,0,0.232537048590903
203,521,0,50,2.3514621078809,35,2.2,7,5.62,51.5,465,1,0,22.7914146851888,19.3609355957626,0,0,0,0,0.359335423317639
214,537,0,50,0.248,35,2.2,7,5.62,51.5,465,1,0,23.1498916431015,3.51474123556092,0,0,0,0,0.342961187438286
139,528,0,0,190.91007503283,35,2.2,7,5.62,51.5,540,1,0,23.0130384569491,20.5226071356114,0,0,0,0,0.448296227053224
207,530,0,50,186.60796882675,35,2.2,7,5.62,51.5,540,1,0,22.6084582147338,15.2367420754348,0,0,0,0,0.300979828602435
192,536,0,50,0.248,35,2.2,7,5.62,51.5,465,1,0,22.5946658696896,6.33744459891343,0,0,0,0,0.457505040508308
233,523,0,0,101.611504612064,35,2.2,7,5.62,51.5,465,1,0,22.9974504994852,12.4125718752092,0,0,0,0,0.198766077679639
182,525,0,0,5.1893959960478,35,2.2,7,5.62,51.5,465,1,0,22.9542704038552,13.023101199077,0,0,0,0,0.284440685594128
199,523,0,0,120.750042537562,35,2.2,7,5.62,51.5,465,1,0,22.9785970157289,12.0068522145585,0,0,0,0,0.309363931973832
159,527,0,50,0.248,35,2.2,7,5.62,51.5,540,1,0,22.9942089787346,36.1366906298885,0,0,0,0,0.388333162560534
183,532,0,50,0.248,35,2.2,7,5.62,51.5,540,1,0,23.0466800270312,14.0363995344959,0,0,0,0,0.268192303643818
197,532,0,50,0.248,35,2.2,7,5.62,51.5,465,1,0,23.1961178439384,12.3172254770747,0,0,0,0,0.166419851738337
151,531,0,0,113.242146509759,35,2.2,7,5.62,51.5,465,1,0,22.7700547804877,0.8,0,0,0,0,0.408911174801858
87,524,0,50,197.497124720856,35,2.2,7,10.42,61.2,782,1,0,29.7574583057196,4.63075323905495,0,0,0,0,0.353489105789258
146,520,0,50,171.052000847478,35,2.2,7,10.42,61.2,782,1,0,29.7737346003133,0.8,0,0,0,0,0.276344775689801
88,530,0,50,2.63854653052139,35,2.2,7,5.62,51.5,933,1,0,23.0597918399946,0.8,0,0,0,0,0.319917683121455
106,528,0,50,2.57377663457365,35,2.2,7,10.42,61.2,782,1,0,30.2576441684559,19.3313447083095,0,0,0,0,0.390863028520095
175,532,0,50,0.248,35,2.2,7,5.62,51.5,576,1,0,22.9107335034447,1.05048790472931,0,0,0,0,0.211187343451637
80,533,0,50,2.73631445181012,35,2.2,7,10.42,61.2,782,1,0,29.4822685784716,18.2290016164816,0,0,0,0,0.270572296081195
105,531,0,50,6.30204453013993,35,2.2,7,5.62,51.5,576,1,0,20.6473555174522,3.72932916747828,0,0,0,0,0.321980057104972
130,533,0,50,147.455311980374,35,2.2,7,5.62,51.5,576,1,0,20.8276015055581,3.44002119714709,0,0,0,0,0.346900209424721
105,531,0,50,0.248,35,2.2,7,5.62,51.5,576,1,0,22.8845769725635,1.95045420361259,0,0,0,0,0.319204470456294
88,532,0,50,0.593007677497476,35,2.2,7,10.42,61.2,782,1,0,29.9154832163346,3.04487048788519,0,0,0,0,0.315198964398928
98,527,0,50,115.629060452702,35,2.2,7,10.42,61.2,782,1,0,30.00798443494,23.315610779199,0,0,0,0,0.285394500328428
82,529,0,50,169.417573896768,35,2.2,7,10.42,61.2,782,1,0,29.9354835187803,0.8,0,0,0,0,0.357577382233997
205,531,0,50,2.05826931744571,35,2.2,7,5.62,51.5,576,1,0,23.217162778141,0.8,0,0,0,0,0.55662181524552
232,534,0,50,0.248,35,2.2,7,5.62,51.5,501,1,0,22.8600969650834,0.8,0,0,0,0,0.298987388855254
201,528,0,50,5.87962176985482,35,2.2,7,5.62,51.5,576,1,0,22.8215416993326,3.17171494818527,0,0,0,0,0.238637707046333
215,532,0,50,0.717830082310648,35,2.2,7,5.62,51.5,501,1,0,23.0991041806523,11.1568150161198,0,0,0,0,0.34953488945907
230,529,0,50,5.5231883179512,35,2.2,7,5.62,51.5,311,1,0,22.6821960261629,8.59174035454723,0,0,0,0,0.453984778695092
217,529,0,50,153.077544827903,35,2.2,7,5.62,51.5,386,1,0,21.0806474210022,0.8,0,0,0,0,0.309973990761651
207,534,0,50,157.554929153951,35,2.2,7,5.62,51.5,386,1,0,21.0212235715315,15.0447726472105,0,0,0,0,0.404962618041381
190,521,0,50,147.845699496957,35,2.2,7,5.62,51.5,386,1,0,20.969486503316,15.1765823148392,0,0,0,0,0.418991766071259
209,524,0,50,12.6989598830391,35,2.2,7,5.62,51.5,356,1,0,23.3286966854372,5.17550508021121,0,0,0,0,0.406370087496217
159,524,0,50,1.41470469945738,35,2.2,7,5.62,51.5,386,1,0,20.8712330154674,14.3783066168967,0,0,0,0,0.410444839707252
230,520,0,50,4.33847502650211,35,2.2,7,5.62,51.5,386,1,0,23.4263825267,6.22258037919059,0,0,0,0,0.356392062761104
213,527,0,50,152.142672964061,35,2.2,7,5.62,51.5,356,1,0,20.9533465435757,0.8,0,0,0,0,0.404610137763814
202,533,0,50,0.248,35,2.2,7,5.62,51.5,356,1,0,20.7357190788043,11.2479733017259,0,0,0,0,0.464265527769186
224,529,0,50,122.953497616624,35,2.2,7,5.62,51.5,337,1,0,21.0144699869353,4.30741196093357,0,0,0,0,0.346575637570368
245,531,0,50,0.248,35,2.2,7,10.42,61.2,188,1,0,29.7772690601652,3.01583656289414,0,0,0,0,0.35799887302324
226,535,0,50,0.248,35,2.2,7,10.42,61.2,188,1,0,29.8444227333509,20.4098431839379,0,0,0,0,0.330542103783054
186,536,0,50,0.758974080166422,35,2.2,7,5.62,51.5,337,1,0,21.0821667776376,0.8,0,0,0,0,0.420648349227462
241,530,0,50,0.248,35,2.2,7,10.42,61.2,188,1,0,30.1149787434348,0.8,0,0,0,0,0.355555811730553
221,536,0,50,127.722102954456,35,2.2,7,5.62,51.5,337,1,0,20.8712412407773,0.8,0,0,0,0,0.373815025704922
180,530,0,50,2.27240370569727,35,2.2,7,5.62,51.5,337,1,0,21.2043453256644,0.8,0,0,0,0,0.441942075855587
225,526,0,50,157.615959382269,35,2.2,7,5.62,51.5,337,1,0,23.2395483768324,0.8,0,0,0,0,0.380437681956179
252,527,0,50,0.248,35,2.2,7,5.62,51.5,337,1,0,23.2972453117848,0.8,0,0,0,0,0.337004977107522
167,524,0,50,3.03208910071347,35,2.2,7,10.42,61.2,485,1,0,30.10956308627,0.8,0,0,0,0,0.355217364476132
116,526,0,50,1.57317337126688,35,2.2,7,10.42,61.2,485,1,0,30.2821641001052,0.8,0,0,0,0,0.319235844333988
150,528,0,50,0.248,35,2.2,7,10.42,61.2,512,1,0,29.6107652778583,33.8459719079088,0,0,0,0,0.328049618859663
149,534,0,50,0.248,35,2.2,7,10.42,61.2,485,1,0,29.9342086502828,26.0960173086593,0,0,0,0,0.253330861529166
250,538,0,50,3.09202984874215,35,2.2,7,10.42,61.2,188,1,0,29.8205716545585,0.8,0,0,0,0,0.23425550396957
252,524,0,50,1.82800125783942,35,2.2,7,10.42,61.2,188,1,0,30.024674013035,0.8,0,0,0,0,0.295602042693564
238,532,0,50,7.23859075693396,35,2.2,7,5.62,51.5,117,1,0,22.8817375244769,0.8,0,0,0,0,0.637042653884238
191,525,0,50,16.1125641611906,35,2.2,7,5.62,51.5,495,1,0,22.9656133265102,0.8,0,0,0,0,0.34316409283892
161,532,0,50,1.9745500336231,35,2.2,7,10.42,61.2,495,1,0,30.389519581483,3.41851333599268,0,0,0,0,0.315593076886468
162,529,0,50,0.443012680248638,35,2.2,7,10.42,61.2,441,1,0,29.9648761734277,0.8,0,0,0,0,0.307283448562816
208,522,0,50,164.162637349824,35,2.2,7,5.62,51.5,266,1,0,30.0856350873174,3.79709367749221,0,0,0,0,0.543125246475981
125,534,0,50,2.54908391876799,35,2.2,7,10.42,61.2,376,1,0,29.9519314314865,0.8,0,0,0,0,0.460956143799776
215,527,0,50,4.45428408200872,35,2.2,7,10.42,61.2,376,1,0,30.0156690053341,0.8,0,0,0,0,0.461036193690889
166,528,0,50,0.248,35,2.2,7,10.42,61.2,376,1,0,30.0012451631727,6.55672503937786,0,0,0,0,0.273735910933759
139,525,0,50,0.248,35,2.2,7,10.42,61.2,376,1,0,30.0927814967585,9.12848108063162,0,0,0,0,0.461983678269815
138,527,0,50,0.248,35,2.2,7,10.42,61.2,376,1,0,30.2411625552542,9.73438589825047,0,0,0,0,0.462457356305624
167,532,0,50,3.07486369897084,35,2.2,7,10.42,61.2,376,1,0,30.3409312424861,0.8,0,0,0,0,0.442348799026167
172,529,0,50,4.93635586681021,35,2.2,7,10.42,61.2,375,1,0,30.0640764500645,14.9021137489692,0,0,0,0,0.426862963587921
182,531,0,50,103.785094383974,35,2.2,7,10.42,61.2,375,1,0,30.122007821233,0.8,0,0,0,0,0.4149099781305
170,532,0,50,0.248,35,2.2,7,10.42,61.2,321,1,0,29.7618264558323,12.2801794564704,0,0,0,0,0.344183185268275
190,536,0,50,1.7556052938707,35,2.2,7,10.42,61.2,375,1,0,29.9818137452115,4.67425422287273,0,0,0,0,0.305136173325911
207,529,0,50,137.349279257113,35,2.2,7,10.42,61.2,375,1,0,30.1945946482904,0.8,0,0,0,0,0.35202524087621
200,524,0,50,3.45382226226084,35,2.2,7,10.42,61.2,321,1,0,30.1792138154437,1.06264360546246,0,0,0,0,0.317517691498625
135,535,0,50,0.248,35,2.2,7,10.42,61.2,375,1,0,30.0437930265795,9.11848333479466,0,0,0,0,0.477591987232484
131,529,0,50,0.248,35,2.2,7,10.42,61.2,375,1,0,30.1834408735295,12.0450560239873,0,0,0,0,0.472686148878089
144,535,0,50,0.248,35,2.2,7,10.42,61.2,375,1,0,30.101565080431,3.13356785191017,0,0,0,0,0.409456257385178
198,532,0,50,0.248,35,2.2,7,10.42,61.2,294,1,0,30.2484056058159,22.9051397554834,0,0,0,0,0.310161358128415
151,200,0,50,0.248,30,2,7,10.42,61.2,92,1,0,27.0598834140768,12.7084571708054,0,0,0,0,0.45862538817327
243,412,0,100,0.248,30,20,7,5.5,47.2,80,1,0,18.9,25.3664298974545,0,0,0,0,0.633625219542095
210,643,0,100,0.392520461180506,30,20,7,9.2,57.2,374,1,0,22.1695029708563,957.666201464003,0,0,0,0,0.509197074288337
297,673,0,50,128.946881394322,30,20,7,9.2,57.2,214,1,0,20.5935080598596,221.256824521088,0,0,0,0,0.409146089762514
303,754,0,100,105.351134945926,30,20,7,9.2,57.2,214,1,0,21.2792389131112,221.572305026166,0,0,0,0,0.256529401347791
277,725,0,100,109.270638933285,30,20,7,9.2,57.2,374,1,0,21.3449542007485,934.285431612598,0,0,0,0,0.335301353744098
190,579,0,100,0.691197285305914,30,20,7,9.2,57.2,374,1,0,21.7433260521036,937.848673037268,0,0,0,0,0.475153418094892
183,565,0,100,3.58797392319608,30,20,7,9.2,57.2,374,1,0,22.1934943496571,966.351268217836,0,0,0,0,0.482801511234326
126,565,0,50,0.248,30,20,7,9.2,57.2,374,1,0,22.1988255818066,936.291454253899,0,0,0,0,0.576005118630548
281,694,0,0,0.248,30,20,7,9.2,57.2,214,1,0,20.9594332085153,182.767984049431,0,0,0,0,0.346845014421501
214,638,0,100,2.40691103243758,30,20,7,9.2,57.2,367,1,0,21.9526291620172,898.653339866077,0,0,0,0,0.507105935251858
